LAKE_ID,LAT,LON,MEASUREMENT_ID,VAL_QTY,MEASUREMENT_DT
DE_BY_010,,,4,14.7,2021-05-23
DE_BY_010,,,4,14.5,2021-05-22
DE_BY_010,,,4,14.7,2021-05-21
DE_BY_010,,,4,14.7,2021-05-20
DE_BY_010,,,4,14.6,2021-05-19
DE_BY_010,,,4,14.5,2021-05-18
DE_BY_010,,,4,15.0,2021-05-17
DE_BY_010,,,4,15.3,2021-05-16
DE_BY_010,,,4,15.3,2021-05-15
DE_BY_010,,,4,14.9,2021-05-14
DE_BY_010,,,4,14.8,2021-05-13
DE_BY_010,,,4,15.1,2021-05-12
DE_BY_010,,,4,15.6,2021-05-11
DE_BY_010,,,4,14.7,2021-05-10
DE_BY_010,,,4,12.8,2021-05-09
DE_BY_010,,,4,12.0,2021-05-08
DE_BY_010,,,4,11.1,2021-05-07
DE_BY_010,,,4,11.0,2021-05-06
DE_BY_010,,,4,11.6,2021-05-05
DE_BY_010,,,4,12.2,2021-05-04
DE_BY_010,,,4,12.4,2021-05-03
DE_BY_010,,,4,12.4,2021-05-02
DE_BY_010,,,4,12.8,2021-05-01
DE_BY_010,,,4,13.2,2021-04-30
DE_BY_010,,,4,13.3,2021-04-29
DE_BY_010,,,4,12.3,2021-04-28
DE_BY_010,,,4,11.8,2021-04-27
DE_BY_010,,,4,11.3,2021-04-26
DE_BY_010,,,4,11.9,2021-04-25
DE_BY_010,,,4,12.3,2021-04-24
DE_BY_010,,,4,11.7,2021-04-23
DE_BY_010,,,4,11.0,2021-04-22
DE_BY_010,,,4,10.7,2021-04-21
DE_BY_010,,,4,10.2,2021-04-20
DE_BY_010,,,4,9.6,2021-04-19
DE_BY_010,,,4,8.9,2021-04-18
DE_BY_010,,,4,8.2,2021-04-17
DE_BY_010,,,4,8.1,2021-04-16
DE_BY_010,,,4,8.4,2021-04-15
DE_BY_010,,,4,8.7,2021-04-14
DE_BY_010,,,4,8.9,2021-04-13
DE_BY_010,,,4,9.3,2021-04-12
DE_BY_010,,,4,9.5,2021-04-11
DE_BY_010,,,4,8.6,2021-04-10
DE_BY_010,,,4,8.3,2021-04-09
DE_BY_010,,,4,7.5,2021-04-08
DE_BY_010,,,4,7.6,2021-04-07
DE_BY_010,,,4,8.3,2021-04-06
DE_BY_010,,,4,10.3,2021-04-05
DE_BY_010,,,4,11.1,2021-04-04
DE_BY_010,,,4,10.7,2021-04-03
DE_BY_010,,,4,11.0,2021-04-02
DE_BY_010,,,4,12.5,2021-04-01
